seller_id,seller_zip_code_prefix,seller_city,seller_state
2fceaea2439dec23e16819e773ac4d81,50922,city,SP
e94c2c69d08b6e9a9e5957bc9e88c0fb,61468,city,SC
fd573ed248eb30b86d9fb5ceebf69656,59716,city,SC
3b1b1cd2b7709364b1d9682be10c7c7f,8168,city,SP
96b5d51161952a071445801f94c9ec8e,96491,city,MG
fea861eee839414ee2d90fb4eb64d9c0,57906,city,SP
fea681f1af7c1d2fd37f6752a304cc94,47028,city,SP
85fb7a2f00a624023448503c2a37c690,89010,city,RJ
237eb6b8528d03dc10785a0879837745,46304,city,RJ
7a441355d16da926adf9635a32052b4f,47928,city,RJ
bf872e4d839c8c93cc8703ba324afd59,54698,city,MG
b6dda3ac4f5b81b5d91543b84ef85c4b,44209,city,SP
672e79e245fae3cf9b9b18f01f86c0ed,39693,city,RJ
5836dce9efb76f85dfd21c6d24d5457a,32232,city,RJ
c04d28d10ad6fff6f1958e215cd18287,56102,city,RS
36825b800aa3663c3e2bf0194aaaf82c,36423,city,MG
4aff18c2b4b8933a0b876488d322c4da,47912,city,MG
ee4ee7396b88558870097e6101508645,45540,city,SP
15b6676a4493c2cd26921421e06a03d9,55379,city,SC
009d50ef36ae95cb9da8ac59f7ff24fe,67097,city,GO
96e90ff757328fd98b7e8d924947a8e1,23657,city,PR
8b7b30c3477bc2fd7b949164c0548522,64520,city,GO
86ecba58637b7c15fcaec57cbee6220a,93897,city,MG
3b78ed7a399ac412e64148dbdf057be6,69573,city,SP
acc9d10c560ccfa88afa2c837af50845,10733,city,RJ
78414355d369c04f1abb39b0e5a7dbce,2718,city,SP
0855e18bf3b8994756f8102299c6fee8,17625,city,SP
768cdbc6d82b7d15bc97d73f322600ec,80065,city,SP
024daf45f6a63456e94f9a2db7e3a334,84277,city,SP
6c3366ecf2015e7815d474a80d2ac7c8,44427,city,SP
ff25dadd7560afdad5eb46f41d39f6ea,89522,city,GO
eacdaf0a3734f922831aaee60031aa67,14192,city,SP
cc27b49780deef8a395c28a2574938fe,94193,city,BA
b0d61083f368c7ff37e302ca0c91c4f5,65284,city,SP
e59817d9aca4deeeae662bb8aabd06fa,30450,city,MG
ff7e58a5d9ac5843969e43454bd4466b,81760,city,SP
84802e508462c77fa5a54e4fbc91a2db,63293,city,SP
666172e4f73e234d69f0c0db0070f7e9,83008,city,GO
9fc6e7ad21299f361deb8376ebf71f08,24657,city,MG
c98cecfcf53b0aef079e23fbed4a6fa3,94644,city,PB
78cc02050ec5fc2ef11938e01bc32a9f,50431,city,MG
a7abe27bcae92d1435f763b8da64689c,5667,city,SP
992ecfe93740392327a1ed68e0c69396,84853,city,SP
f8054ea3bb4bb3dfd1f67a4ec5ad7e9d,88953,city,SP
1ec158b42e67bfcee1a7e9b1762f8141,23217,city,BA
b99b9925b3d37f51f99280a861eb50d1,28164,city,MG
67557323252f3305b6d779c5c1c35ed2,30123,city,SP
90e28a642d1426db026e1c737f1693a0,84753,city,GO
2a774d371c05687015d5945e668a6290,91079,city,ES
d9c45a288ae5ece90ed1f58bb10dad07,68158,city,PE
5c70d4d3579a227e0d5210a824a4a155,42252,city,SP
0def01d60d2c28e0288e83d3bdb8c3b3,7340,city,RJ
cb9c726a9901ccd6163846db28a6db2d,39981,city,PR
4d0c947fcf7142a3e2749bd989db0ec0,19422,city,GO
6ba1723f014fcd599ec35b19bccd5f59,58719,city,SP
7d0c3d507a590a71932076b66fc56a6e,38982,city,SP
e67423d2a80fe09d0c5c2c242801456d,56005,city,SC
48814fc03bbcfd80679cc90471e771cc,93928,city,CE
1082eda0c07b277b38e0205ad4deeead,21739,city,SP
ca16b759e2e364c09a9f9e3db129420d,34176,city,RS
884389ea85bb4cf8fdeff729dab56961,13285,city,SP
a13b0efe6b14956d9ca998bacb11f75c,53497,city,RJ
65cf1f2d8a77a7cb4df2ab2e94ff0ab3,86532,city,SP
eb2a9c5a1522a0cadd434186ca0d1db6,88266,city,SP
fbdd5f03f02bd934835b7c47e270321a,39855,city,SP
4d0a596457c70a3dfc66a9e038e57c76,51295,city,SP
08bd07fd3d0bc2f1e6a064e290960556,98245,city,SP
8d523012f21f1d17148c2a2091ff8339,57040,city,RS
6ed4ae418513c23b9b5c2ab4a96c1c7d,7234,city,PR
a5e61d7bd71443ced6631ba81fc5f867,22197,city,RJ
268e930a821b9d368e637affce7fe251,76137,city,RS
2ba06932d5d847c4035e8dc5d84d7845,75804,city,SP
727349bef8c2d92bbeb7b39ac2747d81,99023,city,RJ
f9d988db7bad254c8a1678271008135b,88889,city,RS
2add1e6fe310efd38e172ed7432ad5c1,43796,city,MG
ad63350cae30f0848cb787170593cd5d,68945,city,SP
afb20efecf7f5bd6a4901b571c52d729,83747,city,MG
5938e6565a60ef7884f94bb90eb3243c,71264,city,SP
e722d931ae625d9fc721744a416a84d2,55843,city,RJ
c34d97db310f8083d4a80f87cd969082,95532,city,RJ
2a4dd3336777a7971279ee712a4ff211,49181,city,SP
513356a61544fc0e2c0e904d325b006e,37792,city,RJ
da1d6b5ec9b656c65e2e6c8f1e9492c7,55637,city,SP
4e81dfcdbbb5e3ede9474edd2d949b51,57695,city,SP
fbef95766d4d35045d10511dcd260fd2,65751,city,RJ
09b1e70a104a306ad5c9f3f3227e1379,48917,city,SP
64902f9f7929d1c4dc597ab7685f9f42,51739,city,SP
eb64544338536020ab574c192c61071b,7175,city,CE
4bfc9a7eb0bb7b8ef0a02971dbf719d4,40321,city,SP
e1e26b01731f3e2c3a8f668902163c13,88462,city,SP
8bdd6bc6d5f5b70390aeb258942a35ec,74703,city,MG
76976d1ae86a060aef3b4098e5e42a9f,50849,city,PR
69fa10061c1f39d3f995cb5d4d476380,28701,city,MG
e2001fc3edfd8e26b48ab34235d86eab,71715,city,SP
98bee697d51187f155616f843e8a7d3d,64585,city,SP
e709cd14bf38fa4cbc484005f9f4f10c,10211,city,GO
c4a74ab7207a4e424958c76d01f1df89,10274,city,SP
5ca0ac265ee1f47b3e75b4d4106e2e74,81926,city,RS
9d45529d38762592d1787c0c42abd1eb,92738,city,SP
1ca2c6142d173f939e1abc86b2301e51,60454,city,SP
e1e49c69cefae7ea0ebd10136a1298fc,74151,city,SP
ec010ef5c1717fddbeb8123c35e69c64,35995,city,SP
34cbc3c2d0bc6a8e9923c27f1183acf0,31475,city,PE
f613ab6bfd0d089910f2306d9a7bf95a,45364,city,RJ
5c2b2edb9d5a38c375345cec15dd3e7d,55407,city,GO
11937991d4423c9d35edbccd92dedb2b,33023,city,SP
1d59c4c7b39816f14a360db85b4b5b9a,80437,city,ES
a3b0538ec17c2cfd51db1faf91fc8a5b,16016,city,PR
4fd9a0e1a3c0a7444e86f0d6eaede762,25547,city,RJ
cb84555f482ec2a7267609479504167c,53723,city,MG
5564463f32ff8df96dbc860ab42c58ee,31981,city,SP
3144816b72060432041f8d78ca23a569,97515,city,RJ
b48e65509fe70da58eb949fbb644529b,85422,city,SP
16d80f96aebcbf75315b16fb271e31be,80050,city,SP
a34bb829b7593fdbea37acbcdf6af6ec,99950,city,RJ
2f6aff787d7c85ee11cf2b5fcdba3f98,87493,city,MG
0d2a3de1d4e04867cf3774209907c152,51036,city,SP
46f8e9ff504f7a2de5f47e673de08d77,81854,city,SP
ad5efa20e855e928094cfd74827194ff,82786,city,SP
eef27ceea8f686fa92b4c65f3be63b17,53732,city,SP
af8f4e98e5dd36279a3abd89e3e8744d,67559,city,SP
800f0c7ec35f3a3f95c229d7b6174a27,68834,city,MG
e86c907824e347294c61890f0deaf686,83743,city,BA
8ffb9b6b1e2cd2080ef6a82e4889866a,26612,city,RS
b53c7271b1586ccb4331fd2182144d9e,67762,city,SP
f0171be1c07c339f6a1460445ac2cf01,29111,city,TO
33798b29e04d47b5ce21e31fb65c3d16,34736,city,SP
d10d5fdd96b877fce0d6e1eb2f85ad76,73055,city,SC
c8ec5c78816425ec9cd080d3626fcff9,64975,city,SP
9ae4e71877d4f4fa8f8d8c6c7b355e44,73837,city,ES
f26cee15997c8fdd000ed30bf3bbf6fa,38836,city,MG
4f5c0e1048b9e3dbd1a2bf2730575960,85716,city,PE
c049dd0aab702afaeaefe6fcba3ab361,35129,city,SP
830013d314caa2e090cabbeb94c35f53,73706,city,PE
8838bb337747951dc1d34d4c54451bf5,38793,city,SP
7267268cb0fc4f441ea382477b87300b,28225,city,SP
21cee32fed3a6ef8af747069b5da0f55,75012,city,SP
216c63826f541fa026e7f3f463c0e8c9,84693,city,SC
7596d95a8e722359322d8071274453f6,19479,city,RJ
8643e26b6a6acafa39d55fe8a9140a65,90612,city,BA
823d04e5f84c1f191e0dfeb67ad45c6e,56641,city,GO
709cf5f0ba1ae2a3303b196a35bf284f,63594,city,SC
4b46c6b76a7830155a4f2e532c0ef48d,76281,city,SP
6e1049c788b6c22aafa1c1e65973313f,11778,city,SP
5956cb80679fee1980d3f86840acbc94,36326,city,BA
b9dee317f5a61835a78b6b34004ba944,11036,city,MG
e4849ecb60d81ccd903250260b3fcf63,17586,city,MG
f399b0eb9c77e1bf176981838f51533f,89045,city,SP
001a7916cd623fc02050c5781d896d81,10085,city,SP
590e5d00177596b4b251ac0b372ae311,11451,city,MG
cfb719ac5aa2cf8debb4b7706d218c28,35339,city,SP
e1fc10252016e9f95ce6420288a9cb85,28319,city,SP
bed02e635a3c65ffbbfb1fcc58657ba7,50992,city,SP
92216b47c62c89b656e667034c51346b,33953,city,RS
bce3864f7016bab3ed4a4daf41322156,79895,city,SP
3a3ae99ee813d3461a93487f30711e7e,83662,city,SP
3e2d13969836b3cad0c4583ca33da158,97719,city,RJ
67c54627d187bfa7b3bea4b373fa6775,37199,city,SP
00393b213def473e7062bfd1c38f08cd,23598,city,SP
325075e05f1295442a783db7116e35cd,65527,city,SP
e8706204ff33d63ccb4e7d0dfe86085a,25466,city,MG
c918cfa68252a9882ac6f93730ef4fea,5823,city,SP
ed9578557eeb887e15556f4ba8710bde,69232,city,SP
3b92c8da747fffbca26a6fa6fa4928f1,16682,city,DF
fd4cc4f9a835681a32fdfc16ef7482f1,70263,city,SP
3b50146b7c63bc013b4c77022d879cdf,51931,city,MG
63854593d2ff22680b70a277e56d9d7e,47488,city,MG
20ecc3be2ec58bd5a7e6f30332caefd1,97716,city,RJ
50222622b6e20c5c90ffdcff334db18f,85387,city,PE
638c2cf24d7b715ba86923153cb0d243,3583,city,DF
e271883d192907bac987fdeb96973cae,61815,city,MG
7e85027226e2b143317ae1f3823839d6,25624,city,MS
39d2d79be0142952b3588a2efb478665,9800,city,SP
bfed516848fffdddad6f2ddb4d4694a0,34396,city,SP
c671dde7ec2c2e321c907dc9b4720bc2,35687,city,MG
2abf0e11ccd012906eeaa2520ecd4c98,97855,city,SC
8874c855a087ecec627b38600dd62f96,87588,city,SP
93a1360e7262089a2fe2b7384dd1b149,91592,city,PR
541368575b21e45d737d57ca5e126bca,59054,city,MA
93e40272ec58b935ba0143007bc66988,2612,city,RJ
1cfc117e69117ef2c61927ea42179582,65894,city,SP
2f6e059fd2f0fde08d19a3105a2975a0,79098,city,SP
090efb798f9b2168086a7329ae7d62d4,12149,city,RJ
283cdc0d1185aead405cc87848ad006e,56026,city,MG
92ea38e3a1613b12c9a535316ff36d7e,75325,city,MG
5ba776e4082a5c8dfa0beac119424a90,71081,city,PR
f897a7c039d7dcc576fc2497793a72dc,10805,city,SC
1c23edb54104c35d382b81100f8acf15,89674,city,RJ
54e39b671ba24ffbc406672e6afc1f2a,47430,city,SP
3136e06e50b72bf90b54457f1d28279e,32024,city,RS
7a2bfd55e4d56987d03c87b4cec7c982,87807,city,SP
fcb8ce9e3e06dc98864aecf45a8d58bf,83801,city,RJ
b73f11441e8a4d94e9bb2b2cc1af6db9,19863,city,MG
734c4ddb5a423c67ba2c9f3c63aafbd9,23138,city,SP
396d39ca5a967f9ef287c63e0e2fc05c,5658,city,MG
c25917d5ec45cc2475e09c31ea17bf84,92366,city,RJ
c8f1d6f816a96e1eb21803f119c6c24d,80419,city,MG
248bb8f2712e966e415b469b8f161e43,23512,city,SP
7c4ae49522d0f4fe738ef9b740a00a69,19334,city,MG
e6ef9f23bc87ce14a4d09701ef608890,79911,city,SP
5b72e36131e2030c485b38717fefada9,79191,city,SP
afd35fc5b80dafee848b0a95c0fb6e57,70247,city,SP
9a1d487beeda684d95d041476a8d2b12,75533,city,SP
d1dda729f8d16d87e0f0ba79b63ba26b,87258,city,SP
5f8cd99e2a661ab42114988d6299f39c,35357,city,MG
f06b89ad91c3019eb3e04bbc5d45892a,69315,city,SP
8fb21c8e372a60d339caee7f70762287,23073,city,CE
a7952d168ea46deea992f3c8132fc0d3,47911,city,SP
543548b415075d6f86e7b75587a764b0,71472,city,MG
ae86105da4b65d80afe652467722619b,21198,city,SP
de202d0c15d24014db268e3569d44b59,83081,city,SP
0ce48334a5d422bae77caf0675915350,68309,city,RJ
b3dc42b7325cc7bf22dfb0d775db32c7,41781,city,RJ
a53f55e581d4ff310c8f654d16232cd7,69561,city,SP
8db5871f86794b120ca3293b9587feb7,64559,city,SP
10ab4b6bdd67fc59ba2f1133a658326e,65821,city,RS
697b51ff9de702ea96bff2c9ac314e57,50843,city,RS
b14c62688946a8a6d69e1a1670eba851,61696,city,SP
8429489012cd287603efe9be8e2862a6,12734,city,RJ
c3dab6d455ceca7abac3e3e23f7abd65,71271,city,RJ
c52ae0b4d95c0b0bfb0456fb565a9fb7,64158,city,MG
bc4baa874249916442eb11be3a0809a4,11325,city,RJ
7762c2460d84bc7f554f6a3154979d97,70862,city,MG
2b99f3e3f683c52fdb61829c018e062a,58711,city,MG
c6cb1d15c1ac581908911583fcdb10f6,80669,city,SP
5498e0284014e8e03fe3df75c2dd7f98,62083,city,RS
20e05e932d266b5b808899a1a7eb865d,3113,city,SP
2c345e6ff00748cd2bfa2d7e81f30f2e,10240,city,PR
9a4ef540f20e9c08252ddf40d05c3caf,15672,city,SP
ad3e494c81add0387a87bd59376a7242,16155,city,PB
4c4db7f99319e6315bbd2f7e9fc160fa,96339,city,GO
c080a773d883e8d4b942e79ae73e4a6a,20051,city,SP
10f98bd1db5d7e9778bfdd577a13e966,79642,city,SP
b77b919fbae6ad62945f44e37cd1aac5,28395,city,RS
3805d3e07d5e2a14e7e288486f6b4e99,10185,city,SP
baf1e204dab5c41369da7fe0ad389b29,72218,city,SP
7290320b64c9716cc9e7a5a905d49cdb,14986,city,SP
e1bce3b763f100e74296b790f3c512ff,60634,city,SP
3107ed26f1fd91bfa3cbcb5f2a15cf20,81922,city,RJ
28df9a79156ceecac946e8b53f2dff51,48717,city,ES
911d6672847605bca5adc69adbc67396,44530,city,SP
3a1ee84cbaebc48b4174b9b956372008,53688,city,RS
3a0d2a516b4ef99afe36070d70e9be54,26788,city,SC
c8c859ffde28536abbbea5f5ebf9a0ac,25537,city,RJ
35d2b416154dff641efeb0e4868095a8,49497,city,PE
629723267b05c5f9f6f3203d82a1d6b6,44395,city,SP
a163f7f20556c3a87e81e005074d0107,71998,city,SP
26b7a95d898156aa54c604b30f448642,69434,city,RS
52f80f07240d8646e5ff9edd4a461ad5,37446,city,RJ
a7ef19e3dd63226e8e5c15353e2200cd,15909,city,PR
1f5e726d045fd9ff4ef51fab295c1dd0,8998,city,SP
fe4205af3cb739a5434bd0b8bbe5e560,4768,city,BA
d2dd3fb8b7660fb21b07377fc2179505,56541,city,RJ
ed99f5b225fe870b5394e50e8ae32ac5,31359,city,SP
9e5be3bc1a518b706502a9bf7422c66d,36093,city,AL
2ca42b5f204df18e7473aa5cb218c3da,68058,city,GO
eba1a28b8296a9199e252430ecf00ff1,72197,city,GO
5aa4c638f2e901b1863acb584f36a603,3719,city,SP
4ff953c47a9f9a468ae2d82e33f38315,1309,city,SP
d327c39f85fd9c2c4608ff78d603464a,35614,city,SP
4e86b056c6d7493e160eb96ba8f4d21e,81280,city,PR
6101756dab6b4f415866cb6acda06ca6,11354,city,MG
776df6c4d51876f67b84960832f3c7c3,86395,city,SP
3d834f348938c2227d3f624f6610dda5,50936,city,SP
59ceb9cbf31c735df22b10a2ec0588fe,58326,city,RJ
8263a4d13260e5267185ccf0c6c91f24,39129,city,SP
de4b6a6edd0713763f9f5ddf9ace5aa0,9905,city,SP
618c9dd7179e012e75238e0782afb385,24682,city,RJ
6f35e54fa88095b5008b899762575ddb,13280,city,TO
41cea8c9b0204f1d5c423c0f496e0866,94719,city,RJ
0c8537bc4cbfea2eece23037f7eca17a,57617,city,PR
2fe4f0bfc87e2d6ee1bdc5b9326a1273,75108,city,SP
eeceac334b077efd549e46b25d341d76,93470,city,PR
6ad7f6a062ba60ca96cebfbaf9c42f65,78583,city,SP
e8ce643375322e71900907e367d4c2d8,34341,city,MG
18fa885d945bcc56528215b355648905,58098,city,MG
c7db3c33de782a7ec804a322c8711502,6161,city,SP
b66a1328e61443f1dcf96e4344c6a597,79946,city,SP
6a8698194c8e73dc18bf5da8b495a726,16186,city,AL
09bf532df19b95eaa97d5079f958a777,35692,city,SP
625f46ba1773028dbd03ea9e33b16801,23228,city,DF
a119b44f841f4804ca1cd42f773a3493,1369,city,RN
45c11bc938928ad347818200a53496a4,65081,city,GO
1625e4145dfa4108d1cb496a1961e356,34455,city,RS
07910b180a303d266882bdf83aa7f6e7,90263,city,DF
85ffbec4cc68732836e73113c46cda51,14714,city,SP
3ed0414f66c46f6f3fe7a59532936f3d,32011,city,SP
c9f8b58d5b1c9e1de1bfcf30a408e6dc,69322,city,GO
d52b710da15d953122df9e793b754daf,54340,city,RJ
2fe8f5a07ec5eba9db1a566d37347d8e,57320,city,SP
ef85f77aa95adb65a8965b7ccf65971e,99146,city,SP
368fd5d276e84c85e4df1e2161f8e4e9,94539,city,RJ
7bde000158865af3d13d29697c88c14b,54477,city,SP
73445784295f8585ff394a00708fa48b,71147,city,SP
