product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
71f3961b177a446b7a2801b345cc92fc,perfumery,43,1895,1,1716.0,37,39,44
c13c2b4d5cca71b016c06f0e4bd9c0c3,health_beauty,50,1574,6,1965.0,36,42,70
f416d4279459da97cd6fa9cdd4f88896,telephony,34,968,3,1845.0,19,18,17
a4f1c04d67f1b3faaebc248f52f126ad,books_general_interest,30,275,6,1347.0,35,29,28
6924e613c76dbd1239b1c83d4ab19279,bed_bath_table,39,626,3,2015.0,59,3,75
f74d795b7eb8c2e5e002083592e80166,housewares,29,473,1,752.0,34,17,31
b2a014aca416e2100a7c73cb8ffe1d5d,health_beauty,35,558,4,2039.0,97,46,55
be25a3d203f63036161b34fe2b1c7e77,telephony,40,1587,4,2736.0,28,8,42
e859a1847413263f7a8c5ac5e1f80908,luggage_accessories,45,451,2,991.0,88,28,65
2e1a93bb448b46210198ed1a21e82be6,fashion_bags_accessories,53,252,3,1558.0,85,2,67
4b571d4bf903ee8a4e50d24200803fea,stationery,29,1628,5,2380.0,19,10,77
240b06a7d2d8a2596c44735e375421e3,auto,49,1541,5,2987.0,58,13,78
d8e1412800988db3e11b537dfc47e8d3,fashion_bags_accessories,31,1679,3,4785.0,61,6,43
dffff8d5e28819a82e38725693249d5a,sports_leisure,51,703,5,1461.0,67,3,74
aac06c4240a65ff503a56338fce0b1bd,bed_bath_table,51,1997,4,2307.0,29,3,51
597670bcd7d19ff7506a40e493ff41c7,sports_leisure,22,1189,2,153.0,84,48,25
a8a7a035f35b4be3a457c4b78b626e89,books_general_interest,39,1985,6,2515.0,77,20,6
411759a051d413ff4c4efefa53e74c76,pet_shop,30,198,6,2604.0,62,20,21
703815f6b601e26e1c3f0c4ca3f4e398,furniture_decor,37,1192,1,1839.0,77,25,42
a117e952cf93449090b31f1221880e95,housewares,47,1263,4,2928.0,52,34,52
60d49e16f021b48bbd1b9750731d31df,perfumery,55,1629,2,3646.0,13,33,17
c53f27e9b8a621e9ece2f6245f3ef4ca,fashion_bags_accessories,23,199,1,996.0,83,36,21
732e379f52bd1c7c8a322ffc8d0d6273,pet_shop,57,1828,2,808.0,84,5,60
96f0fb26ba017743b0bfe46a366a072e,stationery,48,470,4,316.0,79,7,55
afb83a6fb6a30090b340ff42e7b469aa,telephony,55,1845,6,982.0,79,13,13
eef78994c231b91b97e227a3599c2232,books_general_interest,32,1081,2,1219.0,72,24,79
943ea7bbe91661fb00fe7b4e33f73f7b,stationery,22,970,5,1151.0,69,31,24
e45af7574f49c6d4c11adbed26aeea1d,housewares,56,1020,3,2407.0,34,28,78
cb8c3f02088b0339e8f546d66731318c,food_drink,38,1582,3,370.0,12,21,19
55990befc3697fb6d8d4c5312e6fb804,stationery,39,1490,2,1803.0,67,17,10
b9bbc766758a0bfd0ed20d6a3e16a555,books_general_interest,21,1996,2,1551.0,67,33,63
fe8b3c950b1dfedf8ed4f87746461673,health_beauty,52,799,3,1846.0,49,20,48
21c7b71a6f8caecf2664ef0e2e8d7728,housewares,35,1961,4,1253.0,84,11,64
0c5b6d3c10befe39d82b23e804ec06ec,pet_shop,43,111,6,3323.0,81,29,28
1b8152c59078cf4e8065486326d48d2f,food_drink,58,1718,2,1819.0,45,34,8
cd2c1b642ef690f9f3018509861cc777,pet_shop,32,1864,5,1516.0,84,17,16
7bc0b27944e8f981883bad3743bb7a91,office_furniture,34,1240,5,1875.0,57,49,36
ff6b9c30fa912611c3672412f6c84974,luggage_accessories,49,1188,5,1056.0,39,8,45
2e3350d50444997d2cc6b1816e32fbba,furniture_decor,23,1312,1,1961.0,31,11,43
2c1dd84a1370b55c02e86537a8e6bc41,stationery,24,338,1,684.0,42,13,61
1869accb46a5c18f5a1f8a0936efee55,furniture_decor,43,1200,5,1854.0,26,17,17
51a6e2fc8fb6ddce5ec0cb3a9c6713f9,auto,41,137,4,2460.0,88,45,9
7047f1b2c6ef32ddb2b0bf343e86ac57,pet_shop,56,1391,6,2680.0,47,47,56
82dfffab2a8223af7cd03d14c5fa1958,auto,35,1748,6,2469.0,35,48,21
3bf69b34cc3d6a0869cdc7c8a62b6015,auto,51,1779,4,2032.0,24,40,75
2514d4eb14b65b9bc358d55d661d5301,food_drink,45,1021,1,1979.0,59,35,38
429f2705626d463f6918df6b8edcb06a,watches_gifts,52,1212,1,552.0,39,42,48
f76790fbdb4174c6d26e78a986d86d77,luggage_accessories,26,752,3,1675.0,80,22,66
7fc8af4be27aa0924c145f0fd1f9a092,computers_accessories,56,309,4,834.0,61,33,73
97acb1ce9630034e6e303529c05fe3b2,luggage_accessories,21,707,3,1509.0,80,24,77
5d363de56ae431540cb23ee069c4ed55,watches_gifts,27,386,6,2501.0,35,37,27
725b3905315b48dbefb21cd9e13150c8,stationery,29,917,2,975.0,98,15,5
a0a99015835de07bd9d85ba58d1f70b5,stationery,32,1928,3,1522.0,92,5,60
65dc86bec09683b799385f05474ab949,auto,20,1774,4,1115.0,92,38,47
f75e6574d11041c6cc117383f392247e,luggage_accessories,59,337,5,2385.0,89,15,33
56b37d6e6b3fee7b52f32893a38c0f82,fashion_bags_accessories,52,236,4,892.0,46,25,26
c6b16f3a8ee572286a30ce08d4ac4619,computers_accessories,52,908,2,2466.0,97,45,55
40af6a78d4bc58b2e640d8f790757867,office_furniture,50,667,5,1378.0,26,5,13
128d5ee8067478cb5e69122457a21164,luggage_accessories,54,1472,1,485.0,45,14,31
e6abb21d2de5b58f8d53213a6ab83cb9,stationery,36,503,6,1000.0,56,4,35
4a7a5166e0456702749bb63fca58c129,luggage_accessories,48,1611,1,2322.0,95,33,8
78b114cd45bcb5635369790f901f03dc,watches_gifts,38,1858,1,1144.0,68,42,37
bab4812c6868e74105ee56635a07fc99,sports_leisure,31,273,3,1480.0,95,7,57
3366a9c0bf359f06562ba0ee51a6ba0b,perfumery,55,1308,3,2411.0,17,48,5
24c769ab29f6703458a62d5e367f1947,telephony,55,523,2,2012.0,71,45,47
6382273a52312683ef0b3e02bdd1a8b2,watches_gifts,44,225,4,4415.0,18,42,55
9939cd39f0bd504064a3eb3d5be67c13,toys,37,945,5,687.0,96,46,70
57ff391f2e522439b123ab2c86f76442,auto,48,1462,5,5094.0,75,17,10
3dae6adeba0c27fa323eb1133b1223f8,sports_leisure,52,1106,2,2050.0,40,18,69
5edbd09c964eb916fce5445c22e3b782,fashion_bags_accessories,48,1396,3,1918.0,92,5,79
22df87d882318192bc276e69c258e815,auto,34,981,2,3432.0,34,46,46
cc6679b4894f7819ee0feeef43ee49be,stationery,46,790,5,529.0,50,22,11
e5c76150c88316b0fe0c8cd363d211d0,bed_bath_table,38,1277,5,405.0,68,12,78
24ca7e46fbfd88136b8d3909d563e050,toys,30,1758,5,5510.0,55,42,7
31ef08b41e4a71828086e20043b0ac1e,office_furniture,30,820,3,545.0,90,45,10
52a3e9bb6f2916eda8474156c5563323,office_furniture,51,378,6,956.0,36,49,34
94bbd56a3c70ede6eca9ca5bc84d3ea2,books_general_interest,21,977,6,2536.0,48,28,35
5007fc73096461d2e0814fc8aa2b8f7d,office_furniture,53,567,4,3494.0,74,16,35
76574bb2553d122d31dd5b1b56984aa4,books_general_interest,42,1430,3,799.0,46,22,46
595fcb80b48d36b2a1112c75bdb2f0f2,pet_shop,40,660,4,2039.0,92,39,14
4f86e956b98a28756a43f92bf0fff892,food_drink,41,685,4,1237.0,11,36,54
c554dea3f65fcb37696ee90bd04813a8,telephony,37,332,5,1962.0,67,34,62
475f278305f7ffc208fab8b7e39e8332,pet_shop,24,1646,5,1329.0,68,40,39
a1df7be622577d35be6d57668c0e0466,fashion_bags_accessories,26,1258,1,66.0,30,35,7
b16884d3913389646cd2fdc3611f5351,bed_bath_table,47,384,2,533.0,46,6,13
f0e0fa7ed720d9f30da02c0484d1e295,stationery,57,858,1,2476.0,62,7,31
19f80ccc973370d4d94ce244aee79179,watches_gifts,57,969,1,1110.0,32,23,55
2a90c5383f1238bcfaba73d3a6ac218b,luggage_accessories,30,987,6,1580.0,69,16,63
92d58c2aa93cdabaf0eac91e3a3ed60f,watches_gifts,30,639,4,796.0,33,16,67
30d533dcbdba8f7578023f436308008c,sports_leisure,22,1342,5,672.0,54,16,29
ff2496c808d179bb475c9e289acfa060,furniture_decor,48,1740,5,1575.0,12,37,69
e133a0822265af630be264f70eb9aac0,telephony,42,924,1,988.0,44,27,57
22aedf8850a7c2c5fb23e4b9b0ed226b,furniture_decor,54,1814,5,402.0,22,27,37
38e4793b4ef3544caef611aed6697d94,housewares,30,560,6,1509.0,44,20,22
43d457b44264844bc81d4c56cee9276a,luggage_accessories,39,1926,6,2389.0,38,44,8
485566c6ce7e100e909f759259dd46f1,stationery,23,1159,6,800.0,18,3,5
1ab50ac32a5d988ce397ef84f00969b6,luggage_accessories,39,1475,1,1206.0,78,17,57
a530e35d5d271d46204b17c2bda0140d,telephony,46,1144,1,552.0,96,45,67
c907665a563998e94f2fc99c0d748394,books_general_interest,40,593,1,3861.0,64,41,28
4a667f0019848f89eb91efefab568201,bed_bath_table,53,541,4,1218.0,28,22,66
97f39ccf1994803a84dd66da87ce45db,sports_leisure,32,443,6,3424.0,79,36,42
2a4af39e70958831077a8f96d76c2b0a,pet_shop,22,1183,5,570.0,52,25,11
0a2875e68743e3e900219e05f80aeb71,housewares,23,286,5,323.0,97,31,40
7b67505338f07958c344318bd5c874c4,housewares,47,1117,2,176.0,81,49,15
c7c755a01dfbbc3bb3ea01e254046e8a,bed_bath_table,27,1564,5,419.0,91,8,28
938d94ec90cd349a79bc28f79bcbd60a,telephony,48,396,4,1697.0,57,10,65
ee4e8ae50a393e4a668a751a286b9a94,auto,38,1314,4,2377.0,68,46,69
b2dd1637bbbd123c0e69aa1a6c240a3d,watches_gifts,51,805,3,2677.0,50,35,21
c75cb29781001e6a24b50af7a65c9cf9,books_general_interest,48,1690,1,1488.0,40,18,16
a9a453549c57fd3c1fcc9fdc939e42aa,health_beauty,28,1675,3,185.0,53,42,16
ade9260e9c91b03c185b4197f0cd4486,luggage_accessories,53,1555,3,366.0,16,4,71
794d2f5819e6b0b3c03b55d600eab82b,sports_leisure,36,1918,2,1986.0,60,21,27
660504e29e9f665e4b8c69b1dd459478,books_general_interest,24,496,6,1508.0,18,18,15
c5a1d3063db476adf56c5eae26ee680b,auto,31,867,1,2387.0,74,39,29
9c6d8b1ce853be8268ea8ba31629e5c3,sports_leisure,40,1432,5,1128.0,65,42,32
16ffbac324a9d0ea8c33ce78c5ab508f,pet_shop,31,968,4,790.0,74,48,10
07ed34b358a8d94940dcda7980f2ea54,telephony,22,488,1,1133.0,89,45,14
89e06dd84ec7f102a5f2c20ef7b16a33,health_beauty,55,1473,5,342.0,56,31,18
f53515c95a138f8d009d0cf872335948,housewares,43,711,2,782.0,21,3,31
c5bba088afd827895122419707b5515d,furniture_decor,43,799,3,714.0,46,18,53
b600fa7284ff920a0aea590f9535e40b,books_general_interest,38,1661,1,4814.0,66,34,63
0868dfcc402ff70b6df200a204397726,food_drink,35,1090,4,1295.0,19,43,20
580d34a35d77e6d08fc25d0ff7e022d2,pet_shop,55,1703,2,1598.0,35,37,77
1e4d18d4553bb040926c26826cb86571,pet_shop,38,1716,6,3055.0,80,6,7
30513ea4537837cfc1860598cd1fef78,sports_leisure,56,535,1,185.0,60,28,8
7410790ee7fa358ed346f059477dbb91,computers_accessories,26,855,2,2996.0,27,5,54
2f681c7649437a6ff067b8bb59fb587b,fashion_bags_accessories,24,973,5,4727.0,48,6,24
17caa6cd4be0df51d31c49a14dc1f376,watches_gifts,58,728,1,334.0,82,7,63
0034f690cddd6b88f3dab3f4329501c1,perfumery,58,1982,2,1178.0,41,7,74
a095b22f3744a540127bda0782ae5b57,furniture_decor,40,1538,4,1033.0,30,4,57
dcc632e72ee0e309564b52cff23a58e9,food_drink,58,1119,1,1502.0,71,33,41
4eeb598a81ed1f3a84aa6a53e22d8a76,computers_accessories,46,1903,1,1567.0,84,11,48
6f018a6ce99bb542861ea00f5962a011,stationery,51,1404,1,2664.0,37,34,44
6708024fb599ac6f1a713299a10843e3,auto,28,1039,2,1915.0,75,29,16
eedb97af143b7ec24a08f158aea0ef46,luggage_accessories,55,1458,1,389.0,75,12,12
c168e5777e5c3dcff22c13e21f9ee96b,office_furniture,34,1622,6,475.0,21,28,59
83993459bf77e42de947bbfec964d3bf,bed_bath_table,52,1177,5,2660.0,25,24,50
d714059939ca51687b4a11e0e38b592d,housewares,48,1053,1,928.0,53,15,19
d25e3e64370d46ad4e492deaebed6e6d,furniture_decor,26,1549,6,923.0,76,12,26
32d0df8743a7d19e93eca599dac12257,pet_shop,56,855,2,1032.0,57,29,48
60eda3b92c3792ac3798ded96c688ddc,watches_gifts,24,784,1,1783.0,22,27,69
361fed76de1585f1c6d627784cd3780e,health_beauty,43,1282,4,533.0,23,9,61
113aa375ee49644b3e145fe19c42dce7,computers_accessories,49,1065,1,1854.0,49,38,74
0008e5cd8ffaad8e187457bd595e5e8f,health_beauty,59,360,2,419.0,11,47,17
5ea7f0e294897283e07b0b97742342b9,perfumery,33,1304,1,1970.0,94,4,71
72546c5105c1b790cbccd6d2abb94361,luggage_accessories,48,1600,6,378.0,92,33,60
e25d9a673c9f8dcf26918b491f7cbb2f,sports_leisure,45,1466,2,1606.0,13,6,36
fbd99d8b705a80c403c1fe17a5056857,luggage_accessories,23,1912,6,1410.0,15,29,6
c92007ee66d8739336a3bec7e6e898bd,health_beauty,27,1198,6,1802.0,98,36,29
56f4f100ee94ed57a2424bed53a48b4c,office_furniture,34,1015,4,694.0,52,11,65
b6e662b5dc30d746e8ab57a1ed92a0d4,sports_leisure,36,108,5,702.0,89,36,73
40dae9611a5537bb4047f492645f9e00,computers_accessories,54,950,6,574.0,29,11,72
4b3b0ab632aa02914d3eed3970c3aeb6,books_general_interest,39,1510,4,4658.0,26,27,8
6d0285e6512f72c7ea27f396b1669572,furniture_decor,21,731,1,1829.0,87,46,18
c9d5e68ada6ba9977c1cb52ee05bd0df,food_drink,46,1572,4,629.0,47,5,10
5bc2a9c5545acb5663af8158f6900707,fashion_bags_accessories,53,1320,4,547.0,55,26,74
c08ad33e28ca0a307e43c4272ef51d6b,stationery,39,1060,5,1436.0,23,15,68
cd2bb143bcdaeccbbec1b1f52b55acd0,books_general_interest,34,950,1,1372.0,54,16,26
4d2ad401d23b088170281509f6dbeef1,pet_shop,45,818,1,1204.0,30,39,5
54677eabdce9d864f96ed69771b73ce1,computers_accessories,56,716,6,2405.0,59,4,8
fefad5e1e39924aee34fa2c06f2d5865,telephony,34,852,2,2366.0,95,6,10
99f86ac0062160904d3dae59353d27e5,pet_shop,50,313,4,2098.0,95,18,51
3776a97b8987196a1ba7a6784b9eac4c,pet_shop,55,897,2,1455.0,34,20,50
f3eaddb1294292962d6636e0a9ee0272,furniture_decor,30,494,6,1712.0,67,41,62
a04a7b6e356644051bd25a0ca6a36bcc,telephony,51,273,5,969.0,73,8,25
d0f81e2ac302b26d5e85fb1520d6d923,bed_bath_table,33,1780,6,998.0,34,27,12
09b4f797dc312791868def0916f315dc,sports_leisure,53,924,1,980.0,63,41,6
7465b6509a77e7a0c8e3e62384a9f8ad,watches_gifts,42,643,6,645.0,76,32,16
d7224765dfcc2437b1cde05eeed296a1,luggage_accessories,37,188,6,473.0,50,15,57
ef1185a87d1d039a61c7845f9a49a690,furniture_decor,39,1945,4,812.0,34,12,74
a26504ebb25f0ebcd9c84ac20f163baa,office_furniture,51,1098,2,1493.0,68,34,34
9b8599ac2ed388328c7d3b3c172f7678,luggage_accessories,31,633,6,3739.0,98,29,27
d46ce84cb2d676eb81f59c65752fc919,watches_gifts,49,904,1,2722.0,79,29,44
5222523e782b62397f75a93187b47504,perfumery,35,1076,2,1102.0,98,9,52
f09148c15e9a6ebb2e9cc8c874cea00d,furniture_decor,42,1101,1,246.0,12,31,26
fd64cfdd0bbe415939d887e327434875,pet_shop,48,1562,3,1555.0,94,41,32
d08d78dd2d1a40b5d4795f8ba6b24398,telephony,29,622,2,2012.0,16,19,12
912882ba535de6a04d6b40df6f9d6896,watches_gifts,51,1976,5,130.0,65,45,17
72e91cf9a5971c088bcb010e3ad4cdbd,pet_shop,57,1528,2,1107.0,96,3,44
af974d0ce04f3b2eaab94833131d1ea4,pet_shop,34,1647,1,1013.0,82,20,74
58535083ec7d1989700cb572429470fc,office_furniture,22,664,1,1569.0,25,48,48
6d7bdfb1f8bde742aa8bed7dab7d11f1,health_beauty,44,931,4,1170.0,15,42,38
03dbe2c4720af2d7495824452a79f980,telephony,56,923,6,1699.0,15,32,65
858bbe472e5157557081d05f9134bede,perfumery,24,1004,6,4162.0,33,16,77
5471af17b2bc39bb9bec6bc5082e677d,fashion_bags_accessories,41,1681,5,1606.0,53,26,63
281b5d477c3c816615c0ee31a3b070de,furniture_decor,22,1791,5,836.0,58,42,75
2dabf474061579bcdaff9dee8bd19711,books_general_interest,48,1282,1,1429.0,67,15,64
3e070c3121a60895471c3931018fe0d1,telephony,56,1441,1,1973.0,60,14,50
8f5043e6028fc701de304928c91a70c8,auto,50,1465,6,1735.0,54,24,65
97e255afda66bba842b92f3e86fa8e07,watches_gifts,45,1048,6,1751.0,23,15,48
b11f97109165241c7ec5f6537bf875f7,pet_shop,58,282,6,620.0,17,6,33
d5eef4753f019207fe7e928bc55104ac,stationery,43,1788,2,2842.0,34,43,33
781f5de091c662e52b327df94325943a,computers_accessories,54,841,2,1421.0,66,11,29
59e684c9b1cd74aa7050d01d7f0c2469,office_furniture,37,646,1,1865.0,10,40,23
c12c5ab362ffdad297e6275d487ec803,sports_leisure,53,794,3,2906.0,48,24,30
835ff8d60ef18c4757c4c245faf07cb4,watches_gifts,29,1879,3,4003.0,66,10,73
b87f202afacc4b610e56344b2e9dea52,telephony,32,156,5,675.0,16,12,31
6aa821242bd4b53133ccbfcf34130e5f,office_furniture,55,1126,5,663.0,31,33,46
eebf9f8855b372673f8f300a0504e947,health_beauty,36,777,6,1972.0,99,20,23
a0fc666fc2713b58409347de1a66f82e,watches_gifts,42,949,3,778.0,35,46,14
e759e65df18fddc6db28bd999b381273,books_general_interest,44,782,6,1160.0,47,3,36
477a707528e29d6de95c8127efd7baba,auto,34,1186,5,1171.0,53,34,6
5de48fe5d178f19d14084e8dc5815ae1,toys,50,787,1,3026.0,31,48,57
e46036e73685429d09ca77032716c607,pet_shop,45,1570,2,381.0,14,30,23
f1f10847c386a53561a3d65b3ff766a1,office_furniture,38,925,3,431.0,88,6,6
97c92edb348f6057b4fdf2c856cbe52e,food_drink,38,1882,3,2571.0,94,37,50
10f6e4fbe41033e9ce0b40fbd5fb8aab,stationery,48,1399,6,2037.0,41,32,55
25332bdc129b4a4e1066f2d8983789fb,computers_accessories,26,1123,3,1858.0,14,47,57
7971bbe779a0b479772fe7fc4d1d4359,stationery,53,735,5,2367.0,13,44,42
fd4f76414833a688fd1d879f4e5508d6,telephony,35,1181,5,2594.0,64,22,23
54cf255817d25d898ff09549266bb250,health_beauty,35,1703,4,4118.0,22,4,55
2a4ab79eaf247d9ee36c428fc67ae12b,telephony,33,225,2,1283.0,39,28,55
223ea1136c96b8d7f5e0e7b24d3c7fcb,books_general_interest,40,1184,2,2633.0,98,15,46
ad7bdb01d9bfb0a387e51c31a2b1fd11,sports_leisure,38,1477,6,3451.0,67,20,47
19b27a26002e136595b3c48a59884169,toys,24,498,2,2007.0,12,26,75
5a17b465bfc41b23040e587ac76c9423,food_drink,38,599,4,2193.0,42,40,29
fd7ef42f8783a0c9c431d972b4a3aa6b,watches_gifts,32,1712,4,3183.0,13,17,12
fb1d15d30b35ae1d331f0aad948d5607,watches_gifts,55,723,2,3394.0,90,2,24
4529407f20e5f08dfccb82054b8a7191,pet_shop,39,1407,1,1506.0,34,3,51
2c9c32dd60386daf5f16db7fb7709296,watches_gifts,27,1967,3,4341.0,61,30,64
c0d3fcbd6c4050b7da2b8114473e8f8e,furniture_decor,23,1386,2,1668.0,40,30,14
c32aedd208b680cf97a9c807e230fae6,fashion_bags_accessories,55,109,4,1426.0,44,17,66
4b3d6aad75d0b38247ddc9f880418537,health_beauty,46,1903,3,2032.0,13,43,65
6520cd9b875d698662225b024e823402,furniture_decor,46,908,4,826.0,40,45,68
065ab5a5d38a9e863f0eb5fe107ed2a7,office_furniture,49,621,1,944.0,40,7,50
940cece22ce12e770ab2b7a486a58d74,toys,30,1847,5,1826.0,67,7,16
94205d9bd69bb83ec7a0e8bcee92245f,watches_gifts,31,317,3,3196.0,71,13,34
7784a38baaed13573aa623ae479f1d9a,furniture_decor,55,1727,5,1996.0,33,15,77
06edf5fe7403581d3288aea9566ab015,furniture_decor,42,1110,1,918.0,18,9,54
02857abd4d933fc058247818f98c4cd2,watches_gifts,45,1674,3,2265.0,15,19,66
d1ada500f713ea7a95e7150cb5d3a479,bed_bath_table,31,395,2,1886.0,45,32,58
ad43e7c4863918f7f94903920ae47493,furniture_decor,56,1656,6,625.0,77,16,32
d990f6b10f8d983eb32d025207e310c7,food_drink,57,495,2,2830.0,69,40,68
9f644c3171a9c78069e2817a8ab2d4b9,telephony,30,1108,2,897.0,49,6,39
54afc5a7605b468efef4c18dacd5ae55,computers_accessories,33,1954,6,1143.0,71,10,37
817baa7442aad07305a1a54aa946a771,stationery,32,1030,1,1373.0,97,45,70
acfc43b4887f8eaab94b1796907b15ad,telephony,41,671,3,3226.0,34,16,76
260b5daee6fd316af93f038a727ceebb,books_general_interest,42,1174,5,2759.0,41,35,30
26bc60aed73290e3ff929fd356fbcd85,telephony,35,1482,4,3425.0,13,45,53
9ca8086cc5090a7735193ac9e543111a,health_beauty,46,578,2,3705.0,78,42,45
320b6e3cf34fd536d208d45ab14b7e97,bed_bath_table,49,543,4,763.0,65,34,17
7e81bf70824a2aadf609d01a69011517,pet_shop,42,1916,2,688.0,45,21,7
fc1d3a0fae8a3634e3d44868ceb85802,books_general_interest,51,1228,1,669.0,69,33,47
71b1488a36a742020c7ebfd89a86544d,luggage_accessories,28,1457,1,1573.0,73,24,13
f89dde6a35684bf800823570df2a6618,telephony,59,1364,4,2132.0,17,11,48
68b840cacc180b8a29463efbc7aa2769,telephony,33,662,3,160.0,92,29,75
b9096d336c6209c7e29a6fa37c529b5b,luggage_accessories,30,1771,3,180.0,30,37,19
1eb25769c733f3465da24f7c6a1523c2,sports_leisure,21,1021,2,1256.0,99,31,68
f2bc4381d36d3c316d7c1c346831b3d2,fashion_bags_accessories,52,796,5,1816.0,34,31,20
99541c3875109822669c99c54b471f52,luggage_accessories,38,1439,2,602.0,83,36,21
c36a82a78ea2731813f8e9d55a324b4e,telephony,41,737,4,2099.0,74,35,64
3a2def388efe09a1ab32f53addfcd9db,perfumery,24,469,6,2380.0,36,12,39
5ba7f5281efb255afeee8221e973e018,stationery,38,1771,2,732.0,19,16,13
17164679b2b968d075486820956bc5d8,sports_leisure,48,1009,2,3532.0,62,7,32
70052ade2fc3e15d5eda3e0dc4b0eeed,auto,41,1040,6,2426.0,64,24,51
67c3ae807b08ed5116a38690c9f7a5f3,auto,33,1914,6,5339.0,25,45,37
ef8c683333fbe1fbd5f65b069ab278e6,perfumery,57,192,6,605.0,91,10,36
0bef4b79240d48852982d7fd4f88f45c,office_furniture,37,1764,1,3197.0,33,3,45
36498722d3481d59b3cef972ccbcd9b2,perfumery,22,1395,5,4428.0,74,3,7
0ba706a77dbccee82c7c3590a5991314,pet_shop,30,251,5,3992.0,15,13,9
997688d9a9a8bd4813c7e971e01a6dcc,computers_accessories,27,656,3,631.0,11,43,18
