order_id,payment_sequential,payment_type,payment_installments,payment_value
f7e2eda4c7e3b8a771b3a46b94a0a9f7,1,credit_card,8,99.77
a5f4eab8b6edb378bd60b1b40bd3c893,1,credit_card,8,221.2
1ebb372fbf9ae5085f0fbba9d041488f,1,debit_card,1,149.97
6b5f22c9bf20a911c3f6ef954fdec701,1,credit_card,1,308.21
e2935aa8dc189a58f426d4959901b317,1,credit_card,8,232.28
26c8ddd18d2083e182694f0976047f35,1,credit_card,10,392.16
e581295f28e79ad5d2b67e24a0a97b9c,1,credit_card,10,106.92
b226e0466a5497a15d07b1a2a60b3db3,1,credit_card,10,240.74
fc8216aee3cafad3e0216df350f6085c,1,boleto,1,109.75
5c1fcd043ea192f7e8dcf9179d3e8669,1,credit_card,5,498.58
91ae2ab297107cc130add9d6843366cb,1,credit_card,9,61.52
b52fe601c260d65dbc89d30b5ae70897,1,credit_card,8,141.95
22da51786cf51df49d2fa99e961c751e,1,credit_card,1,92.9
a69e0608f2a531a93acd22b60366e888,1,credit_card,8,69.16
90e6d0370cccf320ff355445e6865b07,1,boleto,1,215.0
4d22c78fa56cf56efde8fe6316996f6a,1,credit_card,6,300.02
a34930d14c2550db2339469951632667,1,boleto,1,33.82
28e079acf85583020993de9948bbd15e,1,credit_card,5,206.91
a9b779814ceda390809b010a7d1138c0,1,credit_card,1,495.11
8ca1a8fc3ea227f7e42267ad53a011dc,1,credit_card,4,88.48
2c3667814ae9334f18b76d978660a51f,1,credit_card,4,108.15
781b799eceba902d1ff7b227f9d48c52,1,credit_card,3,193.87
1e79c7e08d2a94b96b55a7cc220d9316,1,credit_card,4,130.82
1c1314f8ec66dde3becc13fd2076a89b,1,boleto,1,418.0
69dda396e67d44d3c760d3c3d68a5baf,1,boleto,1,153.92
968e7c268bc1ce1b7fc05529734d74e2,1,credit_card,2,177.7
a29b747db9d2c41f43a110d1558580f7,1,credit_card,9,193.67
bce2083fe1586a46d4ac1989d91b3903,1,credit_card,2,214.28
bbbee208cabe4914c82b446eeaf2bddb,1,credit_card,7,164.9
a63764d58e13357c9de4113f59da674a,1,boleto,1,122.79
0bc699b3e441b17cac1f7d97219e2379,1,voucher,1,73.45
0e527896c1b3237d320f7b39704d809f,1,boleto,1,221.54
5352287180bf7a6931981d179e5d2ce7,1,credit_card,5,133.4
4912e465cf580d6303c55880703ffac1,1,credit_card,10,74.1
d9131221b9ab7bc0be88c7fb37af8824,1,credit_card,10,118.63
aa7134d5517c46c8723b1f247bf90647,1,credit_card,1,86.04
0b7d8af7dedc2092ac76099cfe351570,1,boleto,1,334.96
4a65cbb0d8214755c187a1e37967ed81,1,boleto,1,109.14
c1b988a380892ccb0f8ebcd61d56aace,1,credit_card,5,43.34
9b96a2657579ec9be5bb5e59df63be3e,1,credit_card,6,61.29
1f3d14e91cbcb35ff77f03db99d4d4a0,1,credit_card,6,160.83
78923d32b5a6ab71c3ac8e60a6ff97ac,1,credit_card,2,136.58
c34fefe0c86e9436045ede2489e05a8d,1,credit_card,10,71.34
d29c8902351525b5b5626baaf7a0d701,1,credit_card,2,373.95
2e69f36356655a019d874406ec75b3c7,1,credit_card,9,79.17
9e00ed74fee0247f5375c472b30a63f7,1,voucher,1,497.36
15a1063eabdfc5a733b9afe84dd7f7b8,1,debit_card,1,432.13
ed075547e997fb2f685315ed2b917f39,1,credit_card,7,61.03
d5768fe41bd4f00f0b3f0f78f9b53a6f,1,credit_card,9,36.34
6c927e43aa415d5167b481099a2428e5,1,voucher,1,53.3
1889900139b04304dc00334667bfb426,1,boleto,1,235.53
868f72083d0c342436097334dd6d4cf9,1,credit_card,6,590.47
1512afab0e4ed7cfa3da6249b7f5b377,1,boleto,1,204.33
d01d6ed275740e9265a881b36aeeeeaf,1,credit_card,10,453.38
b29ed9ae7573b47761accff37ff26aa4,1,credit_card,9,231.56
b5866a880fbd8fb2e86a1a5fa666e945,1,credit_card,2,245.43
7ac25ff642356e5b0b6b63a34dfea3c6,1,credit_card,8,137.97
de460614fb8955a67af74dabc853cedb,1,boleto,1,308.98
ce694782b8eb322b7b37d133674efdff,1,credit_card,3,269.88
623b6fab397788746e2fa7dfc35f2a96,1,credit_card,10,251.55
9c8c843423c08facb53d642779706cab,1,credit_card,4,142.63
e793597dbf701505ddfb4e9dd85c8395,1,credit_card,6,98.1
01dba83f87f9e942e1a9a2b3c19b295e,1,boleto,1,70.34
8713b17c78e80b24cfd22883270f4b91,1,credit_card,5,243.14
f1a1585a18564bcf6c6ade6293aefcf8,1,boleto,1,100.76
4de8fdacfe4a8c2f2815ef878caaef84,1,credit_card,1,212.57
20e686e3e668be6b2ea6c78edbcc97dd,1,boleto,1,87.53
8427d85ed41c6f586d3c84d3dcadb2d0,1,credit_card,7,117.8
5d729e66f86dfe4b8ad74357d348080c,1,credit_card,9,34.18
41ebc2fff8fb896e8c968e856d64f470,1,credit_card,8,306.11
c6635ef4ab5913ff752f48487c39faad,1,credit_card,9,334.76
802ef50829e95ede24c5444e0f87dfee,1,voucher,1,181.32
81f12de26eecee70c3a2c51e93d56e8e,1,boleto,1,82.16
2f8cd38369f2ecf4e0bb2f93462cf6f6,1,credit_card,1,66.33
204270f3bd38625686da319f8c77d548,1,credit_card,10,63.53
997e7e9e703f1441bada4e1a0002ac3a,1,credit_card,8,331.65
513d0c5f6867955b4e91b2968864a174,1,boleto,1,101.1
d5f30059ad0044b84e7f50f5c12880b9,1,voucher,1,117.56
ad2ed1bf1cc1e18d3667291c973feda1,1,credit_card,3,146.04
878064d1f127a383d28d11845e65a11f,1,credit_card,5,177.41
2246e020519c39d91e8bcb4a5417ece1,1,credit_card,5,157.14
03337486b01e5969a54d1254b134095c,1,credit_card,1,261.27
329d78bc91ec6361b42d2866d7786df8,1,credit_card,9,56.42
a50cde10f9039f73390577de7150ab22,1,credit_card,2,111.12
73985e1e9c25cbcf0b065db9e695c9fc,1,credit_card,7,123.26
688d86316970beeec54f2213616656f8,1,debit_card,1,213.05
85e104af3730e6c2978da99867df7e5e,1,boleto,1,468.72
525e2cf516462acf2c52e731280c2e96,1,credit_card,9,733.45
cdb5f5930064541b3408d900f0f70351,1,credit_card,7,199.03
ffef55c9a02f66f4caad4ea4b1ea0584,1,credit_card,7,164.02
40dd38e72b7d7f1eda9b772b1c9474e2,1,credit_card,9,324.36
6e99cd4d093b13d94c537c67a738357d,1,credit_card,4,79.32
8df78547a80ffaaee824fecf4b41846f,1,credit_card,7,173.71
4c0a680ec6d5c688173dbce17ba02a91,1,credit_card,9,40.23
f3ddf127db0b847363af4aafc18937bb,1,credit_card,8,220.77
1c432062969312a7884751c23851e8b9,1,boleto,1,595.96
99c5b551a3fe2670728533ee691fb77e,1,credit_card,4,241.32
de2b5bf00babda9e7bf088485eb5dc1a,1,credit_card,8,62.1
abb967d90af20163a0af41ddc48aa41d,1,voucher,1,128.93
56dc0a786a81026e3cf03fd1353951a4,1,boleto,1,223.54
e77e4addf1cb7dcb13a0582694fa39f7,1,credit_card,3,92.23
72b536edf57d597a5c00f11c53c40225,1,boleto,1,647.88
cf2aea0eb1111f0f137dbd4dc0c84ef9,1,boleto,1,159.46
071b035b7309669a549b58fa1b67113a,1,credit_card,4,178.52
188d399c48467b1d9f100ef22cdd381b,1,credit_card,10,142.94
88af8228f3b4a57113474282716a1de4,1,credit_card,6,219.57
1b391f866aed1b71d7802fa1cc15bf5c,1,credit_card,3,154.55
3f1b57cc491838f56cf6eac32ce7171d,1,debit_card,1,65.39
5c5d504169604a0da7723a36085ec6fe,1,credit_card,2,92.48
fb948ce2226560e85779786113f30a6e,1,credit_card,7,45.86
2013e84e00a6ec46f961832c5b9afb6f,1,boleto,1,225.27
796c45b7d2577d692e6845927d9e2ef0,1,credit_card,9,156.69
ffa836dc66635a042004286d21143ccb,1,debit_card,1,42.88
4b81924ea401af81fcb41fbdeab0b43e,1,credit_card,3,113.37
64d4c318d54b700798a658c3b82f0843,1,credit_card,7,142.06
4605c39016a18d4ba11a05c1a3d5d87a,1,credit_card,10,56.41
0668f31eac9225d4695f251fe96c5d14,1,credit_card,6,430.09
a85602226e06a315761358765d809fd0,1,credit_card,4,79.27
dc6a6604c5cb65f1695f9bde3a2514a8,1,debit_card,1,260.28
36e5d668bbc38638fa9da7bdd2db6e3f,1,credit_card,5,38.45
7582f47714240be645f892d3043f1bb2,1,debit_card,1,35.68
1a0549515e227581667d71715e2ddf15,1,boleto,1,107.94
b19d0c7a4502c7f228e0e5f86e0c33f0,1,credit_card,1,131.86
5dd620269df4c1acc3e885e3366bf38f,1,credit_card,2,149.24
bf86dc5262c21fb259c7ff32c15744a3,1,credit_card,10,145.77
a8f686bfefe8f04c423715b6c86e89ee,1,credit_card,2,288.85
b2355b1d3ab3e23aabbfc29e0361abae,1,credit_card,5,94.2
71d85d3f9fb2b5112ce7435a336d8db5,1,credit_card,4,137.17
2d8b2d45b9ac039ed9da7cbb5dcdfab8,1,credit_card,5,137.43
1ee5d2081a5abfbb43a31085472aa191,1,boleto,1,107.82
0c1d91df886cc632a5c1d479627b6031,1,credit_card,3,77.14
9424b0805ba3d3e061e48316a10555b1,1,credit_card,8,218.46
8d54dcb52f74ee74a4c13f8f18f53cd7,1,credit_card,3,181.11
5921d86af7dd7f11285d42e69f4d9029,1,credit_card,2,489.67
a8699d3bba754998d467fb857837a4e9,1,boleto,1,171.33
9910dd744b354d2caad87fcfceb72f78,1,voucher,1,329.2
d7417b1539ada5b41fbe10fe476085ce,1,credit_card,4,81.04
14eaf9d1a23f7f50498995859815ea19,1,credit_card,1,147.71
cb54800496eee5ec475c5d46c522cca1,1,credit_card,6,102.82
823d561a3aa0e2f1da7c0911fc907c5f,1,boleto,1,134.01
5510a903297d52639c8ad1a04a269235,1,credit_card,10,76.98
1e2d0887fcec6a69eb7a89981824bdb1,1,boleto,1,155.14
da5ca251a1f9811472263e1498690378,1,credit_card,1,112.99
4b5010d5e8e4c80c460f2dd090038d10,1,credit_card,1,110.27
a2fd710ddac8987a4ea5d0ef5617f656,1,boleto,1,255.84
71ae31e61b26cbd37438971f22f93b8a,1,credit_card,10,109.78
2f30521a0ed6d7867a9987f1519156dd,1,credit_card,7,46.25
145a1fc3afa58ddcbc96ed9861ad74f1,1,credit_card,3,149.43
a3ecaf4b346ed64ce0b527046ab671fa,1,boleto,1,121.09
136bb05b61c24983fcf3150eaec8f519,1,credit_card,8,142.36
de557b60d5b74046c16c975ed3cab8b0,1,credit_card,8,72.79
385182bb0012b5f9ae53fd2376513f60,1,credit_card,7,201.87
f7fbf9c7d08a65c553d8e426e8317937,1,boleto,1,96.08
3be2ae39e15829145a061547fc455991,1,boleto,1,152.47
3433e5abbaa19c4af6351a66f6b8f3db,1,boleto,1,408.69
aee129221a9ce2796cb93d7c888ea512,1,boleto,1,461.72
b61d577e4cd401614bd0d4d3e4be46fb,1,credit_card,2,99.97
bef0f8bf0080c4a28a9263662d82320d,1,boleto,1,88.42
4dd4e76692086803126a557105df617a,1,credit_card,1,175.42
1fcb377497c5d11cb250badb2549a6e6,1,credit_card,6,58.77
126864bf9a36cb1c97de7d4c96ebf95b,1,credit_card,10,60.3
17eb54180826e1cf56cb69f4e1070898,1,credit_card,3,321.99
3c8a4ed448531b71acf3028877528807,1,credit_card,1,57.92
22c8a14532fb7f1eba5211766ce18ff4,1,credit_card,7,296.39
113f819898f145251bca22cd6d1d40a3,1,credit_card,7,52.18
039a17ad6ac0bbd05a94935b52146ce8,1,credit_card,4,95.52
cacfd4d1e2e4ac6a14cdeb60c08d72d6,1,credit_card,6,296.22
8e3f385d93568c1f77d5493cc8448f7d,1,boleto,1,227.48
3ead45340def1615537cab8eb78bfa91,1,boleto,1,180.6
43acaf788d2b6079eab484efe0c55c22,1,credit_card,3,170.67
e5fc9e18cea3a9318c2b2e6d8e7e7a5e,1,voucher,1,194.56
5738bfd2a608a264207fa14f1ec6649d,1,credit_card,9,184.99
2530671d9ccc34a2a726335a1a862999,1,boleto,1,100.36
6c170a963ee7fe2d19da08a6cce13999,1,credit_card,10,53.75
4b118881556686b527c0af1211ed06be,1,boleto,1,73.66
04e9740d2e0ef2b7f6ae4ddeb258e3a3,1,credit_card,6,143.14
561710929ce4ed02db45656f1536aea4,1,credit_card,8,70.36
3fa694718735b78dffe6958f9006a6ea,1,credit_card,5,175.0
9eb92b5d810e8f97b31c1710837f244c,1,credit_card,6,141.84
75e2f6d619542a1b85798fd4bfe4a7bd,1,credit_card,1,142.02
722408e27cc377d57a5a9423a00807ce,1,credit_card,2,38.7
284553c69714637d73d96fab8a006ff0,1,credit_card,9,72.92
18affe755bfba20f455421cd67ff1da6,1,credit_card,4,64.21
2cd1acfc1596b1177145a93b99139fe7,1,credit_card,7,271.86
9fad9cada46137d27a6a423b3226f081,1,credit_card,2,326.81
e223ff1a3aa3c25d859f4561ffbee421,1,voucher,1,112.64
d88ddd1486224ed1fc6773e28eb1a876,1,credit_card,5,170.26
90f26656da9d3dc6de2f1ff9bce28821,1,credit_card,5,356.79
52aa96d3670c1e4f5600851cc6fbbb71,1,credit_card,7,176.7
2766e68d9a3b85c43280ed8235d5639b,1,boleto,1,328.47
bc533651f58b988f6e31a82699cc8aa7,1,credit_card,8,47.71
81ad0b2ee787b169cb02aa61faa569c1,1,voucher,1,154.43
8129f0a1aa15f75eaa973c0fe91d5f70,1,voucher,1,165.83
59c7ddee730b1a6b62e54bed2d140b11,1,credit_card,7,255.31
9b544ccd345dc5f79e7d5db943f98678,1,boleto,1,51.07
750d922edb566e82a4a55e5fb00b4cd3,1,credit_card,9,121.44
cbd449d47a9ac01ee370b4f3d53f74a4,1,credit_card,10,42.96
ffd7cec3758244f0c011a6a12ed92193,1,credit_card,1,162.86
bd40b45100aaf3f5752b17efaaaa653e,1,boleto,1,674.66
a3199fd436e3fc980ce76864454e8883,1,credit_card,7,59.33
60f7cbc66008fcf5bef8d5f77b71d79a,1,credit_card,3,95.91
a8e7529f7223131a195cb531f5c0331c,1,credit_card,9,94.99
b803b286b9dee82c91e512a1cf17d287,1,credit_card,5,181.96
a175c72068c858e4697ca00664c3ac29,1,credit_card,2,65.92
b01b84d41224158e02fd7574ce5d5864,1,credit_card,4,248.97
c525780add655418f286dc17d4b294b0,1,boleto,1,246.93
873bd1930ff72452dfd4da8abf484751,1,boleto,1,43.63
fca09b32469a8ab715db0bee2614ab2b,1,credit_card,3,230.98
010eaa0ab0d1843986f45a62e0e3f86e,1,boleto,1,97.0
7dd84d062f5e5f5b2a25d2cf82529e42,1,credit_card,4,120.91
d1898abab8e2863bf4b204a154a6d97b,1,boleto,1,160.98
fa12d792349b865f4e055ab60a4290ea,1,credit_card,4,92.6
2463c71b4274823096d7945c4487a3e7,1,credit_card,10,171.68
a17c9cc0692465db15a92d88cd26275d,1,credit_card,4,82.59
3fdcb57d852c3b42eddfd63ba63be875,1,credit_card,6,230.73
22e15f5aa8b45a56c1470982a39e95ba,1,credit_card,10,193.73
0c98e53d0be33b8b07ab7a34ac1cd475,1,credit_card,7,207.69
cb68c31e4ea31f6aa6b2ff087dd7b08c,1,credit_card,9,123.39
d294ef1e357062b33d0ee869b281d153,1,boleto,1,387.04
c603accaafcc8c3a302a8b901dd21ac5,1,credit_card,9,291.36
afbbac84d6f8872e3a3c6b4fd195a213,1,credit_card,10,161.13
8542af14571dc1d293c07a1e0a771fca,1,credit_card,10,127.39
7c493236c673819538681fada64be59b,1,credit_card,4,74.26
ac356a78c56e689956c27df767f9ad58,1,credit_card,4,168.73
32afd1457dd1269f9664e1df49117bba,1,boleto,1,154.53
fba4c72c680beb994dc28aaf5668db55,1,credit_card,8,96.6
8d2e26dbf9134fd455ad1d03a8ae6c39,1,credit_card,7,555.46
b4e2b137680873870df689b72ab6be71,1,credit_card,6,100.78
6127d351afab351e40030dbc22fa4022,1,credit_card,5,107.35
c712336692e28a27d6bb1306373292b9,1,credit_card,2,104.58
8b08e5926a719d0bf8f453a52819e6d8,1,credit_card,1,114.43
8ea1af85c4267f7f3da097b7271eab83,1,voucher,1,122.13
0233d312a0a96600988d755dd5da7496,1,credit_card,9,247.01
4394157bfe11707e9a26d15e93c962ae,1,voucher,1,82.04
55eb0750b9e7f4296907b79117a8463e,1,credit_card,5,117.19
0ffaa39f3d5c6f2990b5a592bac7fdc8,1,boleto,1,205.5
e6eb99e7f217c659db2583f2a952b46b,1,credit_card,7,52.67
28f4181fe1f14522b1a5eff3695a26ac,1,credit_card,2,313.88
0df8af0a111539713c2f71647a66903b,1,credit_card,2,194.14
88b2dacacf31f725e1013191c572bce1,1,voucher,1,337.3
5db9613035524ada1784a4cc71833a6e,1,boleto,1,68.8
114a8ea6f297bb1774fa99a762ce57ad,1,boleto,1,186.85
4e0bcbba08027d4b989817e359f8245b,1,credit_card,2,89.76
ffc3f8df906ed157df7bd5d60bf73b73,1,debit_card,1,261.61
13b0378d49c0834b112139c16084ad23,1,credit_card,6,126.25
642d84c640b4b574eab4b83634e0a3e8,1,credit_card,9,136.91
1771ecaadf52b6d1e5256262557f411d,1,credit_card,9,191.56
f098d14e3107602e71f63e8abf059692,1,credit_card,9,110.96
92c2dcd7233dd78e958b0e5a68c9c94d,1,credit_card,4,250.94
a0a5cf3413e48483b618945c869b9a44,1,credit_card,8,33.75
c3577c5d7094a3a124b1c4cac3b36857,1,boleto,1,121.67
c13bdf97c3fcce5228ee473bb29ad9f3,1,credit_card,6,187.26
41ea925c1697e816f33103734d1f73c5,1,credit_card,5,223.19
e8af81ffe4ac7cd871991482e20676ba,1,credit_card,9,76.55
b977940fadbb7186314a3b56b46c5366,1,credit_card,2,640.14
85ec7ca232d2127b7dba4143d4fffbb3,1,credit_card,1,35.38
3b0a9ee82c3589416ed6ccc231d8236c,1,credit_card,9,185.9
28adc26cac8ee04c93854bec8fd1a07a,1,credit_card,1,190.28
4b2ad898a39b5b8db7445baa59bb7add,1,credit_card,3,162.63
ac3c67af681ba6ad86625c1f82985d19,1,credit_card,3,179.02
f71f1e343e64ab34f76dfe5b79644474,1,credit_card,1,161.39
edb5ffc01a01714b7bbff0d01ea5e638,1,credit_card,6,69.91
2582590d43844751c271ada6aa0372e7,1,credit_card,1,344.5
a01902dbfc96df5ef7da1e1f0537da8a,1,voucher,1,142.31
9a44f8f2c6ec9bce11f799abcce6fed7,1,credit_card,5,44.87
6f754d42fa24ffcf691f7ffd82c863ae,1,boleto,1,95.91
29cbf43ce744b1abed82d533acef1278,1,credit_card,6,164.05
b5a743fbf63632f78eb90a9fcc0c127c,1,credit_card,3,181.88
2267c22d5f349c62799723a9a7e7a845,1,credit_card,10,91.79
88c087efa93e72a780959de72ae039be,1,credit_card,2,173.9
a416ff9bc8a7f8e711985f63b77a89a7,1,credit_card,4,115.19
3a7ef62f4ee2dbe7e49e15a70229b97f,1,credit_card,5,244.92
27eba78ac4acdd1cc2c3d1640bc0bb41,1,credit_card,7,204.39
78cf4d95912b26bd2481e1d471b8ff6e,1,credit_card,1,457.02
ee64a78762a1c35f345777736d93328b,1,credit_card,2,95.8
aee21216262705c8ee9e578d79b4991f,1,boleto,1,168.05
b9f86c5b110dcd2f454ee8b12c26480f,1,credit_card,8,84.91
4e4f3a8c76a936cf97c46be73647ce91,1,credit_card,4,158.3
7650a5abb9b79a0b1644346e5b9edb93,1,credit_card,7,295.98
36b239c1d15863d0a264ed36eff1e465,1,credit_card,7,181.04
cc1cd949de51626bafc7d4a606a5d418,1,credit_card,9,88.77
f8a293caa3efed074c08be02cd2a102b,1,credit_card,4,126.79
a9dd38d6bd9300f383aa35f5d26fe0a2,1,credit_card,8,206.34
7f1e78ebab7a09173d80c4065456c986,1,credit_card,6,226.55
2a425338eccb2e14e5bc0d99026eae47,1,credit_card,2,104.91
60954fd5702f09bda9d82505b86d38b3,1,credit_card,8,53.61
06d5eb83b147564479b2ae9fc1f00e14,1,boleto,1,60.19
f992fda8d103bccfaf6fb424a1567176,1,credit_card,2,127.27
bade30fe5334c5fc39cbffb22dd36bb2,1,credit_card,1,189.71
a4f3618b86c3ce52ce77a99ccab505df,1,voucher,1,276.28
778509be1ae0b386f698e5624d312cb6,1,boleto,1,97.47
3247d980b975ea5e90c1c11ed476d2ba,1,credit_card,5,177.09
1ec7f65a98298d1bb145f024058abd34,1,boleto,1,37.54
8b2ec39248b92517d0d002ba645b2de7,1,credit_card,7,47.87
79b3c29a83511e1af5901580e9ce7d59,1,boleto,1,71.87
517e78a691bc7fb963855629dd5087bd,1,credit_card,10,170.91
fa9bf4469a5eaeb550a4d6244ef0c96e,1,credit_card,10,109.71
f728bbcacf00a724c52cfafab2da9025,1,credit_card,1,1051.64
f4399d41b8adfb4d7a4990225706db70,1,credit_card,9,99.85
b0e063a035f3c4c089c4d473a03e28b6,1,credit_card,6,136.61
804a3bf43510c816eb910d2b9dcb3f7e,1,credit_card,9,163.17
c360090555bc2e4962fa49282bf9e3c5,1,credit_card,2,236.09
61ce4e0d858ac40d2c0d5de4a53a7390,1,credit_card,5,178.94
1672a84d64af5658e2b09aeda4351bc5,1,credit_card,2,156.73
a038dd3427ebd5d7ba9c57093626b203,1,credit_card,5,82.36
430a06b37c96ca4c463a400882e4ae38,1,credit_card,1,116.82
a57ec5828a7ee85aa50236c4da933bb2,1,credit_card,9,154.49
5b95e7e73cafdaa3427d1762f1a60328,1,boleto,1,158.97
4de00f101031094f9652b12f610c0394,1,boleto,1,330.31
1f6b95a1395c6a9ac1ef99749a1ccc3f,1,boleto,1,113.85
407626f197fbe7a9ba74e9afcd3396a5,1,credit_card,8,395.42
2b80d851be66dcdba936b3e8d3ffa918,1,boleto,1,107.61
05e6f24af358fd7970f96a5eb1575995,1,credit_card,8,180.29
e598e2a359f0f51e900eab81dbe7c39e,1,credit_card,2,415.41
9f8caf98e594d4a91bf4d76e9de414ec,1,boleto,1,174.71
9ed680f39cda251070b206afecbb1b03,1,credit_card,9,55.8
f165d2ef5b4547c0fdb6dd530b1cc9ba,1,credit_card,6,451.73
630453cb4cd7b15ef87cac93db4407dd,1,boleto,1,285.31
c779c2247a3d22ad26d627e13c78e9da,1,credit_card,2,103.83
07a14f97a136ecea9bb355bb1362865e,1,credit_card,3,159.55
88884a10a343ee7f1dd4807fdb1bd224,1,credit_card,10,102.52
fd2a14a246d97c579cf2b6993622bb1d,1,voucher,1,265.52
35396baf3943ddf71ca90d3aaaadb521,1,boleto,1,45.64
06a294ad898bd58ca279873b6b32eb52,1,credit_card,5,116.14
320f82db930706cd05824fe113ec18b0,1,credit_card,7,210.3
941346fae636482becd276dc8ad0306c,1,credit_card,5,266.52
180da613d635b16b2b7426ae6277f812,1,credit_card,10,280.74
b087faa4ddea82d9b8411edc12374f6a,1,boleto,1,171.71
ec8890283996b51001ef2a40794b892e,1,credit_card,1,99.95
e45cb5f41a05010de977a18bb8a0d7d6,1,credit_card,1,171.28
4cf5f438b8342a48cde3fd442d7ff759,1,credit_card,9,106.52
ebe33c3f6d2866ac383891a141ca8b09,1,boleto,1,105.16
37e159511b61b365a1fdd3757414c13e,1,boleto,1,76.15
f58250d1728580339360f5eae0181ce9,1,boleto,1,319.19
eed8453d462660e0fcc98b2048e47af9,1,credit_card,2,107.65
47c8643251aff5f618e1b29221ba08f7,1,boleto,1,260.33
acca72692df11a8089a066a3d0dcc5f1,1,credit_card,4,107.53
f36daced01dd47e13e686127a18fb97e,1,credit_card,10,131.08
4db34686f28c169694bb069c672329a7,1,credit_card,7,287.27
ff4c1d42e4e3a7604551768252b38ea1,1,boleto,1,290.65
438858d6a49e01cc82b01172055eb699,1,credit_card,5,91.23
b029d4070059080cd81f01c0695415c3,1,credit_card,3,128.35
1c5f56617ffb47df552e49c76cffdadc,1,credit_card,2,160.17
e7b039a412ace4967d48ef7ce07e75ca,1,debit_card,1,173.22
13f3f3469c8ed141ce3b1987dd9c0b0e,1,credit_card,9,46.35
